,id,tweet,tweet_cleaned,ypred
286,1469128496442183683t,"@DCoull @super_dawny @IshowasDaughter @CleClinicMD My sister has that problem with the flu vaccine. It's uncomfortable but resolves in a few days, but she often skips the flu shot. She still got the COVID vaccine (Moderna) and she had a similar problem. She was pretty miserable for a few days. But still got her 2nd and 3rd shot.", dcoull  super dawny  ishowasdaughter  cleclinicmd my sister has that problem with the flu vaccine  it is uncomfortable but resolves in a few days  but she often skips the flu shot  she still got the covid vaccine  moderna  and she had a similar problem  she was pretty miserable for a few days  but still got her 2nd and 3rd shot ,non-reporting
287,1399011476673863681t,"""The U.S. inches closer to Biden’s vaccination goal, making gains among teenagers and the hard-to-reach."" by Andrés R. Martínez via NYT https://t.co/7UCR6kBbrE", the you s  inches closer to biden s vaccination goal  making gains among teenagers and the hard to reach   by andr s r  mart nez via nyt ,primary
288,1420877731173183488t,@TaraSetmayer Be confident in your feelings. You don’t need affirmations from strangers. If they are your feelings then they are right for you. Only people with Covid pass it on. Being vaccinated is not a shield and you can still contract it and pass it on just like your friend., tarasetmayer be confident in your feelings  you do not need affirmations from strangers  if they are your feelings then they are right for you  only people with covid pass it on  being vaccinated is not a shield and you can still contract it and pass it on just like your friend ,third-party
289,1410189635276337152t,"@swabhitch @SenKatyG @JonesHowdareyou In Australia? A fully vaccinated person transmitted the virus? 

~864,000 seconds", swabhitch  senkatyg  joneshowdareyou in australia  a fully vaccinated person transmitted the virus       864 000 seconds,third-party
290,1443759381292720128t,"Them: you have to take the vaccine.
Me: I’m good luv, thanks.",them  you have to take the vaccine   me  i am good love  thanks ,third-party
291,1470841798771810312t,@Joy997FM @mohgovgh It is against our rights to force us Ghanaians to take this vaccine! Let alone to hinder our ability to move in and out of Ghana! We will not stand for this because we know our rights!, joy997fm  mohgovgh it is against our rights to force us ghanaians to take this vaccine  let alone to hinder our ability to move in and out of ghana  we will not stand for this because we know our rights ,third-party
292,1434212862629609474t,"'Almost intentional sabotage': Doctor reacts to Trump vaccine comments https://t.co/Bo5vhaEjYw 
TRUMP'S COMMENTS ARE OFTEN ""INTENTIONAL SABOTAGE.""  IT'S WHAT MALIGNANT NARCISSISTS DO.", almost intentional sabotage   doctor reacts to trump vaccine comments    trump s comments are often  intentional sabotage    it is what malignant narcissists do ,primary
293,1471498903174270979t,"@MaxMakesWine 800,000 people have died. Vaccinated people can still spread the virus. Some people are traumatized from everything that’s happened in the last two years.", maxmakeswine 800 000 people have died  vaccinated people can still spread the virus  some people are traumatized from everything that is happened in the last two years ,third-party
294,1429996060550864897t,@GmorganJr Well mr president I’d rather not work than get vaccinated, gmorganjr well mr president i would rather not work than get vaccinated,third-party
295,1434947594241785857t,"@Marshalls_Human The Yelp reviews were all favorable, and many mentioned appreciating the vaccination requirement.", marshalls human the yelp reviews were all favorable  and many mentioned appreciating the vaccination requirement ,non-reporting
296,1450119488930783235t,Automating patient engagement can improve national roll-out of Covid-19 booster vaccine #digitalhealth #healthcare https://t.co/mc4xZHXPQt,automating patient engagement can improve national roll out of covid 19 booster vaccine  digitalhealth  healthcare ,primary
297,1473658892508925954t,"@brakerbaker @Creativolante @JordanShhh @RapSheet Hey we agree on something. The omicron point.
So, again, I'm not sure why you'd be upset by the idea that vaccinated and unvaccinated are testing positive at very similar rates?", brakerbaker  creativolante  jordanshhh  rapsheet hey we agree on something  the omicron point   so  again  i am not sure why you would be upset by the idea that vaccinated and unvaccinated are testing positive at very similar rates ,non-reporting
298,1428381171189096454t,I am now THRICE vaccinated. And still wearing masks and social distancing because just like my 90s crush Fox Mulder I trust no one.,i am now thrice vaccinated  and still wearing masks and social distancing because just like my 90s crush fox mulder i trust no one ,non-reporting
299,1428028562611769346t,"Superintendent Michael LaSusa says the state immunization registry lists 81 percent of Chatham’s students in grades 7-12, as vaccinated. https://t.co/B5NCxCNaqB",superintendent michael lasusa says the state immunization registry lists 81 percent of chatham s students in grades 7 12  as vaccinated  ,non-reporting
300,1419998130116784129t,After getting vaccinated makaana jd ko na fakenews ilang sulti na ma admit or maunsa ka after the vaccination. Im fine totally! Alive alert awake. Thanks G! 🙏,after getting vaccinated makaana jd ko na fakenews ilang sulti na ma admit or maunsa ka after the vaccination  i am fine totally  alive alert awake  thanks g   folded hands ,non-reporting
301,1429231193216536583t,@Laurastarrett4 @EricBoehlert seems we should have a contest -- could be a fundraiser for something (open-source vaccine development). We charge $10 to enter and whoever comes up with the most frequently cited new excuse for the anti-vaxxers gets half  the pot, laurastarrett4  ericboehlert seems we should have a contest    could be a fundraiser for something  open source vaccine development   we charge  10 to enter and whoever comes up with the most frequently cited new excuse for the anti vaxxers gets half  the pot,non-reporting
302,1434467549073248258t,@Emma_Campaigner The French seem happy with their vaccine passport by all accounts., emma campaigner the french seem happy with their vaccine passport by all accounts ,non-reporting
303,1432558496558370817t,"@LadyPoop2 the % vaxxed he comes up with does not seem to based on any real number from any state. 
Dare I say it's another bald faced lie?", ladypoop2 the   vaxxed he comes up with does not seem to based on any real number from any state    dare i say it is another bald faced lie ,third-party
304,1436700711589396486t,"@RightsDefending China supplied the virus DNA code to Western PHARMa companies to download and once they had it they had the template to a vaccine in 3 hours (when the Virus was already in the west)
If you don’t SMELL a nest of Rats here #COVID is probably affecting your sense of smell. #vaccine", rightsdefending china supplied the virus dna code to western pharma companies to download and once they had it they had the template to a vaccine in 3 hours  when the virus was already in the west   if you do not smell a nest of rats here  covid is probably affecting your sense of smell   vaccine,third-party
305,1406306698776678408t,@_RealJeff45 You’re not a Shepherd if you think the Covid vaccine is an experiment.  You are uneducated. SARS viruses and vaccines have been researched for 17yrs. Just because no one cleared it with you first doesn’t mean it didn’t happen #LordHelpUs,  realjeff45 you are not a shepherd if you think the covid vaccine is an experiment   you are uneducated  sars viruses and vaccines have been researched for 17yrs  just because no one cleared it with you first does not mean it did not happen  lordhelpus,non-reporting
306,1416609452921397250t,"@IshatReza @fordnation Vaccinations are mandatory in many settings, here and abroad. There are also vaccination exemptions for children. Before, they were preventive measures, but we're in a pandemic. There should be special circumstances to require them.", ishatreza  fordnation vaccinations are mandatory in many settings  here and abroad  there are also vaccination exemptions for children  before  they were preventive measures  but we are in a pandemic  there should be special circumstances to require them ,non-reporting
307,1416477476608479234t,@anandiyermd @paula_span Do you mean all the people who live in low-income countries who will be lucky if they ever get the option to even have a vaccine? Or do you mean only in high-income countries?, anandiyermd  paula span do you mean all the people who live in low income countries who will be lucky if they ever get the option to even have a vaccine  or do you mean only in high income countries ,non-reporting
308,1442170144499937285t,"@ReneeYarbs @HarborNurse @drstroder Former office mgr for Mfg Co, &amp; all I see are humans, too. Extremely disappointed w/my anti-vax, TX A&amp;M graduate, former SpEd teacher daughter. SMD at the ignorance of these folks!! HELLO!! Familiar w/polio &amp; small pox??? No? BC #vaccinated eradicated them. 🤷‍♀️🙄🙄🙄 https://t.co/Jzg67N6ZXW", reneeyarbs  harbornurse  drstroder former office mgr for mfg co   amp  all i see are humans  too  extremely disappointed w my anti vax  tx a amp m graduate  former sped teacher daughter  smd at the ignorance of these folks   hello   familiar w polio  amp  small pox    no  because  vaccinated eradicated them   woman shrugging  face with rolling eyes  face with rolling eyes  face with rolling eyes  ,non-reporting
